Observacion ; prestacion ; encontro ; total ; % score
motivo errado construcción metrobus avenida SOLO PASAN 3 lineas colectivos GCBA retirar campana verde hacer varios año encontrar dirección mencionado problema cuestiones DESCONOZCO desapar campana encontrar Martínez Castro 400 ser dos opción vecino dentro 150 MTS ASEGURAN contamos agradecer llevar bolsita verde casa pensar recorrer barrio ver si dejar alguno tacho hoy adelante todo basura volver tacho gris desaparecer basura desparramar calle;reparación/nivelación tapa empresa servicio público calle;1;6;17
motivo errado construcción metrobus avenida SOLO PASAN 3 lineas colectivos GCBA retirar campana verde hacer varios año encontrar dirección mencionado problema cuestiones DESCONOZCO desapar campana encontrar Martínez Castro 400 ser dos opción vecino dentro 150 MTS ASEGURAN contamos agradecer llevar bolsita verde casa pensar recorrer barrio ver si dejar alguno tacho hoy adelante todo basura volver tacho gris desaparecer basura desparramar calle;reparación calle adoquin granito;1;4;25
motivo errado construcción metrobus avenida SOLO PASAN 3 lineas colectivos GCBA retirar campana verde hacer varios año encontrar dirección mencionado problema cuestiones DESCONOZCO desapar campana encontrar Martínez Castro 400 ser dos opción vecino dentro 150 MTS ASEGURAN contamos agradecer llevar bolsita verde casa pensar recorrer barrio ver si dejar alguno tacho hoy adelante todo basura volver tacho gris desaparecer basura desparramar calle;reparación/reposición tapa empresa servicio público calle;1;6;17
motivo errado construcción metrobus avenida SOLO PASAN 3 lineas colectivos GCBA retirar campana verde hacer varios año encontrar dirección mencionado problema cuestiones DESCONOZCO desapar campana encontrar Martínez Castro 400 ser dos opción vecino dentro 150 MTS ASEGURAN contamos agradecer llevar bolsita verde casa pensar recorrer barrio ver si dejar alguno tacho hoy adelante todo basura volver tacho gris desaparecer basura desparramar calle;problema obra bacheo;1;3;33
motivo errado construcción metrobus avenida SOLO PASAN 3 lineas colectivos GCBA retirar campana verde hacer varios año encontrar dirección mencionado problema cuestiones DESCONOZCO desapar campana encontrar Martínez Castro 400 ser dos opción vecino dentro 150 MTS ASEGURAN contamos agradecer llevar bolsita verde casa pensar recorrer barrio ver si dejar alguno tacho hoy adelante todo basura volver tacho gris desaparecer basura desparramar calle;mantenimiento cesto basura parque/plaza;1;4;25
motivo errado construcción metrobus avenida SOLO PASAN 3 lineas colectivos GCBA retirar campana verde hacer varios año encontrar dirección mencionado problema cuestiones DESCONOZCO desapar campana encontrar Martínez Castro 400 ser dos opción vecino dentro 150 MTS ASEGURAN contamos agradecer llevar bolsita verde casa pensar recorrer barrio ver si dejar alguno tacho hoy adelante todo basura volver tacho gris desaparecer basura desparramar calle;reparación calle roto empresa servicio;1;5;20
motivo errado construcción metrobus avenida SOLO PASAN 3 lineas colectivos GCBA retirar campana verde hacer varios año encontrar dirección mencionado problema cuestiones DESCONOZCO desapar campana encontrar Martínez Castro 400 ser dos opción vecino dentro 150 MTS ASEGURAN contamos agradecer llevar bolsita verde casa pensar recorrer barrio ver si dejar alguno tacho hoy adelante todo basura volver tacho gris desaparecer basura desparramar calle;propuesta mejorar organización banco cesto basura y/o cartelería Ecoparque Interactivo;1;10;10
motivo errado construcción metrobus avenida SOLO PASAN 3 lineas colectivos GCBA retirar campana verde hacer varios año encontrar dirección mencionado problema cuestiones DESCONOZCO desapar campana encontrar Martínez Castro 400 ser dos opción vecino dentro 150 MTS ASEGURAN contamos agradecer llevar bolsita verde casa pensar recorrer barrio ver si dejar alguno tacho hoy adelante todo basura volver tacho gris desaparecer basura desparramar calle;GCBA Interna;1;2;50
motivo errado construcción metrobus avenida SOLO PASAN 3 lineas colectivos GCBA retirar campana verde hacer varios año encontrar dirección mencionado problema cuestiones DESCONOZCO desapar campana encontrar Martínez Castro 400 ser dos opción vecino dentro 150 MTS ASEGURAN contamos agradecer llevar bolsita verde casa pensar recorrer barrio ver si dejar alguno tacho hoy adelante todo basura volver tacho gris desaparecer basura desparramar calle;mantenimiento cantero banco cesto basura sendero y/o cartelería Ecoparque Interactivo;1;10;10
motivo errado construcción metrobus avenida SOLO PASAN 3 lineas colectivos GCBA retirar campana verde hacer varios año encontrar dirección mencionado problema cuestiones DESCONOZCO desapar campana encontrar Martínez Castro 400 ser dos opción vecino dentro 150 MTS ASEGURAN contamos agradecer llevar bolsita verde casa pensar recorrer barrio ver si dejar alguno tacho hoy adelante todo basura volver tacho gris desaparecer basura desparramar calle;instalación elemento vial calle;1;4;25
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;poda árbol/despeje luminario semáforo;1;4;25
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;plantación árbol;1;2;50
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;extracción árbol;1;2;50
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;árbol enfermedad;1;2;50
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;reparación/nivelación tapa empresa servicio público vereda;1;6;17
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;reparación veredo raíz árbol producir rotura;1;6;17
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;resto obra vereda impedir paso;1;5;20
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;reparación reja esquina;1;3;33
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;vereda sucio mascota;1;3;33
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;irregularidad puesto flor;1;3;33
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;uso indebido agua limpiar vereda;1;5;20
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;garita seguridad abandonado u obstruir vereda;1;6;17
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;obstrucción calle vereda elemento fijo móvil;1;6;17
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;reparación/reposición tapa empresa servicio público vereda;1;6;17
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;vereda roto alumbrado público;1;4;25
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;alto bajo temperatura subte;1;4;25
vecina solicitar poda árbol detallar rama bajo dificultar circulación peatonal vereda justo esquina lado par árbol flor blanco;Nivelación tapa empresa servicio público vereda;1;6;17
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;poda árbol/despeje luminario semáforo;1;4;25
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;cruce peligroso calle inconveniente vial;1;5;20
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;reparación semáforo;1;2;50
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;Mayor iluminación calle plaza;1;4;25
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;instalación contenedor;1;2;50
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;reparación bache calle;1;3;33
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;instalación cesto papelero;1;3;33
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;repintado reparación marca vial calle cordón;1;6;17
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;irregularidad mantenimiento seguridad instalación establecimiento comercial;1;6;17
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;reparación reja esquina;1;3;33
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;asfaltado calle adoquin;1;3;33
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;instalación parada colectivo;1;3;33
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;inconveniente instalación incendio establecimiento educativo estatal;1;6;17
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;instalación banco mesa silla parque/plaza;1;5;20
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;irregularidad mantenimiento seguridad instalación establecimiento comercial;1;6;17
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;instalación cesto basura parque/plaza;1;4;25
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;Intervención calle anegada/inundado;1;3;33
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;instalación Reparación cartel indicador nombre calle;2;6;33
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;obstrucción calle vereda elemento fijo móvil;1;6;17
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;mantenimiento instalación eléctricas/a gas establecimiento educativo estatal;1;7;14
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;ajuste chapa metálico ruido molesto calle;1;6;17
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;repavimentación calle;1;2;50
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;instalación patio juego parque/plaza;1;4;25
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;trascendencia calor instalación fijo comercial industrial hacia inmueble lindero;1;9;11
solicitar instalación semáforo retirar esquina Nahuel Huapi Triunvirato esquina escuela peligro cruzar calle niño salir correr ser peligro vida;instalación reja parque/plaza;1;3;33
